Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Metal Reflect Slime	BP01	MetalReflectSlime1	Continuous Trap					R		Special Summon this card in Defense Position as an Effect Monster (Aqua-Type/WATER/Level 10/ATK 0/DEF 3000). (This card is also still a Trap Card.) This card cannot attack.
Milla the Temporal Magician	BP01	MillatheTemporalMagician1	Spellcaster/Effect	Light	4	1800	1000	H		When this card is Normal Summoned: Target 1 Set card your opponent controls; look at it. Your opponent cannot activate Spell/Trap Cards in response to this effect's activation.
Miracle's Wake	BP01	MiraclesWake1	Normal Trap					D		Target 1 monster that was destroyed by battle and sent to your Graveyard this turn; Special Summon it from your Graveyard.
Mirror Force	BP01	MirrorForce2	Normal Trap					R	A2/T2	When an opponent's monster declares an attack: Destroy all Attack Position monsters your opponent controls.
Mobius the Frost Monarch	BP01	MobiustheFrostMonarch1	Aqua/Effect	Water	6	2400	1000	R		When this card is Tribute Summoned: You can target up to 2 Spell/Trap Cards on the field; destroy those targets.
Monster Gate	BP01	MonsterGate1	Normal Spell					D		Tribute 1 monster; reveal cards from the top of your Deck until you reveal a monster that can be Normal Summoned. Special Summon it, also send the other revealed cards to the Graveyard.
Morphing Jar	BP01	MorphingJar1	Rock/Effect	Earth	2	700	600	L	A1/T1	FLIP: Both players discard all the cards in their hands, then draw 5 cards.
Muka Muka	BP01	MukaMuka1	Rock/Effect	Earth	2	600	300	L		This card gains 300 ATK and DEF for each card in your hand.
Mysterious Guard	BP01	MysteriousGuard1	Spellcaster/Effect	Earth	3	800	1200	D		FLIP: Target 1 face-up monster on the field, and if you control a face-up Warrior-Type monster, you can target 1 additional face-up monster on the field; return the first target to the top of the Deck, then return the additional target (if any) to the hand if you still control a face-up Warrior-Type monster.
Mystical Space Typhoon	BP01	MysticalSpaceTyphoon3	Quick-Play Spell					D		Target 1 Spell/Trap Card on the field; destroy that target.
Naturia Strawberry 	BP01	NaturiaStrawberry2	Plant/Effect	Earth	4	1600	1200	L		Once per turn, when your opponent Normal or Special Summons a monster(s): Target 1 of those monsters; this card gains 100 ATK x the Level of that monster, until the End Phase.
Needle Ceiling	BP01	NeedleCeiling1	Normal Trap					D		When there are 4 or more monsters on the field: Destroy all face-up monsters.
Night Assailant	BP01	NightAssailant1	Fiend/Effect	Dark	3	200	500	L	A1/T1	FLIP: Target 1 monster your opponent controls; destroy that target. When this card is sent from the hand to the Graveyard: Target 1 Flip Effect Monster in your Graveyard, except this card; return that target to the hand.
Nightmare Wheel	BP01	NightmareWheel1	Continuous Trap					D		Target 1 monster your opponent controls; it cannot attack or change its battle position. When it leaves the field, destroy this card. During each of your Standby Phases while that monster is on the field: Inflict 500 damage to your opponent.
Noisy Gnat	BP01	NoisyGnat1	Insect/Effect	Earth	2	700	300	L		You can send this card from your hand to the Graveyard to target 1 face-up monster on the field; increase that target's Level by 1, until the End Phase.
Number 17: Leviathan Dragon	BP01	Number17LeviathanDragon1	Dragon/Xyz/Effect	Water	*3	2000	0	S		2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card; this card gains 500 ATK. If this card has no Xyz Material, it cannot attack your opponent directly.
Number 39: Utopia	BP01	Number39Utopia1	Warrior/Xyz/Effect	Light	*4	2500	2000	S		2 Level 4 monsters. When any player's monster declares an attack: You can detach 1 Xyz Material from this card; negate the attack. When this card is targeted for an attack, while it has no Xyz Materials: Destroy this card.
Obelisk the Tormentor	BP01	ObelisktheTormentor2	Divine-Beast/Effect	Divine	10	4000	4000	R		Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Cannot be targeted by Spells, Traps, or card effects. During the End Phase, if this card was Special Summoned: Send it to the Graveyard. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.
Offerings to the Doomed	BP01	OfferingstotheDoomed1	Quick-Play Spell					D		Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.
Old Vindictive Magician	BP01	OldVindictiveMagician1	Spellcaster/Effect	Dark	2	450	600	D		FLIP: Target 1 monster your opponent controls; destroy that target.
Penguin Soldier	BP01	PenguinSoldier1	Aqua/Effect	Water	2	750	500	D		FLIP: You can target up to 2 monsters on the field; return those targets to the hand.
Phantom of Chaos	BP01	PhantomofChaos2	Fiend/Effect	Dark	4	0	0	L		Any Battle Damage your opponent takes from battles involving this card becomes 0. Once per turn: You can target 1 Effect Monster in your Graveyard; banish that target, and if you do, until the End Phase, this card's name and ATK become that monster's name and ATK, and it gains that monster's effects. You must control this face-up card to activate and to resolve this effect.
Pitch-Black Warwolf	BP01	PitchBlackWarwolf1	Beast-Warrior/Effect	Dark	4	1600	600	L		Your opponent cannot activate Trap Cards during the Battle Phase.
Pixie Ring	BP01	PixieRing1	Continuous Trap					D		While you control 2 or more face-up Attack Position monsters, your opponent cannot target your monster(s) with the lowest ATK for an attack.
Possessed Dark Soul	BP01	PossessedDarkSoul1	Fiend/Effect	Dark	3	1200	800	L		You can Tribute this face-up card; take control of all face-up Level 3 or lower monsters your opponent currently controls.
Pot of Duality	BP01	PotofDuality2	Normal Spell					R	A2/T2	Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 "Pot of Duality" per turn. You cannot Special Summon a monster(s) during the turn you activate this card.
Pot of Greed	BP01	PotofGreed1	Normal Spell					R	A0/T1	Draw 2 cards.
Power Frame	BP01	PowerFrame1	Normal Trap					D		When a face-up monster you control is targeted for an attack by a monster with a higher ATK: Target the attack target; negate that attack, and if you do, equip this card to that target. The equipped monster gains ATK equal to the difference between its ATK and the ATK of its attacker when this card resolves.
Power Giant	BP01	PowerGiant1	Rock/Effect	Earth	6	2200	0	H		You can Special Summon this card (from your hand) by sending 1 Level 4 or lower monster from your hand to the Graveyard. If you do, decrease this card's Level by the Level of that monster. If this card attacks or is attacked, until the end of the Damage Step any effect damage you take becomes 0.
Premature Burial	BP01	PrematureBurial1	Equip Spell					R	A0/T1	Pay 800 Life Points to target 1 monster in your Graveyard; Special Summon that target in face-up Attack Position and equip it with this card. When this card is destroyed, destroy the equipped monster.
Prideful Roar	BP01	PridefulRoar1	Normal Trap					D		During damage calculation, if your monster battles an opponent's monster with a higher ATK: Pay Life Points equal to the difference in ATK; your monster gains ATK equal to that difference +300, during damage calculation only.
Psi-Blocker	BP01	PsiBlocker1	Psychic/Effect	Wind	4	1200	300	L		Once per turn: You can declare 1 card name; cards with that name, and their effects, cannot be used until the End of your opponent's next turn.
Raging Flame Sprite	BP01	RagingFlameSprite1	Pyro/Effect	Fire	3	100	200	H		This card can attack your opponent directly. If this card inflicts Battle Damage to your opponent by a direct attack: This card gains 1000 ATK.
Raigeki	BP01	Raigeki1	Normal Spell					R	A0/T1	Destroy all monsters your opponent controls.
Raiza the Storm Monarch	BP01	RaizatheStormMonarch1	Winged Beast/Effect	Wind	6	2400	1000	R		When this card is Tribute Summoned: Target 1 card on the field; return that target to the top of the Deck.
Reckless Greed	BP01	RecklessGreed1	Normal Trap					D		Draw 2 cards and skip your next 2 Draw Phases.
Ring of Destruction	BP01	RingofDestruction1	Normal Trap					R	A0/T1	Target 1 face-up monster on the field; destroy that target, and if you do, inflict damage to both players equal to that target's ATK.
Ryko, Lightsworn Hunter	BP01	RykoLightswornHunter1	Beast/Effect	Light	2	200	100	D		FLIP: You can target 1 card on the field; destroy that target. Send the top 3 cards of your Deck to the Graveyard.
Scapegoat	BP01	Scapegoat1	Quick-Play Spell					R	A1/T1	Special Summon 4 "Sheep Tokens" (Beast-Type/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon. You cannot Summon other monsters the turn you activate this card (but you can Set).
Shadow Spell	BP01	ShadowSpell1	Continuous Trap					D		Target 1 face-up monster your opponent controls; it loses 700 ATK, also it cannot attack or change its battle position. When it leaves the field, destroy this card.
Shield Crush	BP01	ShieldCrush1	Normal Spell					D		Target 1 Defense Position monster on the field; destroy that target.
Shield Warrior	BP01	ShieldWarrior1	Warrior/Effect	Earth	3	800	1600	L		During damage calculation, in either player's turn: You can banish this card from your Graveyard; monsters you control cannot be destroyed by this battle.
Shine Knight	BP01	ShineKnight1	Warrior/Effect	Light	3	400	1900	L		This card is Level 4 while in face-up Defense Position.
Skill Drain	BP01	SkillDrain1	Continuous Trap					R		Activate by paying 1000 Life Points. The effects of all face-up monsters on the field are negated while those monsters are face-up on the field (but their effects can still be activated).
Skill Successor	BP01	SkillSuccessor1	Normal Trap					D		Target 1 face-up monster you control; it gains 400 ATK until the End Phase. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from the Graveyard to target 1 face-up monster you control; that target gains 800 ATK until the End Phase.
Skilled White Magician	BP01	SkilledWhiteMagician1	Spellcaster/Effect	Light	4	1700	1900	H		Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 "Buster Blader" from your hand, Deck, or Graveyard.
Skull Archfiend of Lightning	BP01	SkullArchfiendofLightning1	Fiend/Effect	Dark	6	2500	1200	R		During each of your Standby Phases, you must pay 500 Life Points (this is not optional), or this card is destroyed. Before resolving an opponent's card effect that targets this card, roll a six-sided die, negate the effect if you roll 1, 3 or 6, and if you do, destroy that card.
Slate Warrior	BP01	SlateWarrior1	Fiend/Effect	Wind	4	1900	400	H		FLIP: This card gains 500 ATK and DEF. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.
Snatch Steal	BP01	SnatchSteal1	Equip Spell					R	A0/T1	Equip only to a monster your opponent controls. Take control of the equipped monster. During each of your opponent's Standby Phases: They gain 1000 Life Points.
Snowman Eater	BP01	SnowmanEater1	Aqua/Effect	Water	3	0	1900	D		When this card is flipped face-up: Target 1 face-up monster on the field; destroy that target.
Solemn Judgment	BP01	SolemnJudgment1	Counter Trap					R	A1/T1	When a monster would be Summoned OR a Spell/Trap Card is activated: Pay half your Life Points; negate the Summon or activation, and if you do, destroy that card.
Soul Exchange	BP01	SoulExchange1	Normal Spell					R		Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that monster, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.
Spell Shield Type-8	BP01	SpellShieldType81	Counter Trap					D		Activate 1 of these effects. *When a Spell Card is activated that targets exactly 1 monster on the field: Negate the activation, and if you do, destroy it. *When a Spell Card is activated: Send 1 Spell Card from your hand to the Graveyard; negate the activation, and if you do, destroy it.
