Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
The Dragon Dwelling in the Deep	ABPF	TheDragonDwellingintheDeep	Sea Serpent/Effect	Water	4	1700	1400			Place 1 Ocean Counter on this card during each player's Standby Phases. When this card is removed from the field, all Fish-Type and Sea Serpent-Type monsters you control gain 200 ATK for each Ocean Counter on this card, until the End Phase.
Tricular	ABPF	Tricular	Machine/Effect	Earth	3	300	300			When this card is destroyed by battle, you can Special Summon 1 "Bicular" from your hand or Deck.
Tuner's Scheme	ABPF	TunersScheme	Continuous Trap							Activate only when a Synchro Monster is Special Summoned to your opponent's side of the field. Take control of that Synchro Monster. Remove it from play when it is destroyed. Destroy this card when that monster is removed from the field.
Underground Arachnid	ABPF	UndergroundArachnid	Insect/Synchro/Effect	Earth	6	2400	1200			If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. Once per turn, you can equip 1 face-up monster your opponent controls to this card as an Equip Card. If this card would be destroyed by battle, you can destroy the monster equipped to this card by its effect instead. (You can only equip 1 monster at a time to this card.)
Unicycular	ABPF	Unicycular	Machine	Earth	1	100	100			The third of the brothers, following Tricular and Bicular.
Variety Comes Out	ABPF	VarietyComesOut	Normal Spell							Return 1 face-up Synchro Monster you control to the Extra Deck to select and Special Summon a Tuner monster(s) from your Graveyard, whose total Levels equal the Level of that Synchro Monster. You cannot Synchro Summon the turn you activate this card.
Viper's Rebirth	ABPF	VipersRebirth	Normal Spell							Activate only if all monsters in your Graveyard are Reptile-Type. Select 1 non-Tuner monster in your Graveyard. Special Summon it. Destroy it during the End Phase.
Viser Des	ABPF	ViserDes	Fiend/Effect	Dark	4	500	1200			When this card is Normal Summoned, select 1 monster your opponent controls. Destroy that monster during your 3rd Standby Phase after the Summon. This card cannot be destroyed by battle until this effect is resolved.
Weeping Idol	ABPF	WeepingIdol	Rock/Effect	Dark	2	0	500			You can remove from play 1 Tuner monster in your Graveyard to Special Summon this card from your hand.
Widespread Dud	ABPF	WidespreadDud	Continuous Trap							Select 2 face-up Attack Position monsters on the field. When any of the selected monsters are removed from the field, destroy this card. When this card is destroyed, destroy the selected monster(s).
Witch of the Black Rose	ABPF	WitchoftheBlackRose	Spellcaster/Tuner	Dark	4	1700	1200			This card cannot be Special Summoned. When this card is Normal Summoned while you control no cards, draw 1 card and reveal it. If the card you drew is not a Monster Card, send it to the Graveyard and destroy this card.
XX-Saber Emmersblade	ABPF	XXSaberEmmersblade	Insect/Effect	Earth	3	1300	800			When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Level 4 or lower "X-Saber" monster from your Deck.
XX-Saber Garsem	ABPF	XXSaberGarsem	Beast/Effect	Earth	4	1400	400			When this card on the field is destroyed and sent to the Graveyard by a card effect, add 1 "X-Saber" monster from your Deck to your hand. This card gains 200 ATK for each face-up "X-Saber" monster you control.
XX-Saber Hyunlei	ABPF	XXSaberHyunlei	Warrior/Synchro/Effect	Earth	6	2300	1300			When this card is Synchro Summoned, you can select and destroy up to 3 Spell or Trap Cards on the field.
Zeman the Ape King	ABPF	ZemantheApeKing	Beast/Synchro/Effect	Earth	7	2500	1800			If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. When an opponent's monster declares an attack, you can send 1 monster from your hand or your side of the field to the Graveyard to negate the attack.
Mystical Sand	AP01	MysticalSand	Rock/Fusion	Earth	6	2100	1700			"Giant Soldier of Stone" + "Ancient Elf"
7	AST	7	Continuous Spell							When there are 3 face-up "7" cards on your side of the field, draw 3 cards from your Deck. Then destroy all "7" cards. When this card is sent directly from the field to your Graveyard, increase your Life Points by 700 points.
Archlord Zerato	AST	ArchlordZerato	Fairy/Effect	Light	8	2800	2300			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up "Warrior of Zera" on your side of the field while "The Sanctuary in the Sky" is on the field. If "The Sanctuary in the Sky" is on your side of the field, by discarding 1 LIGHT Monster Card from your hand to the Graveyard, destroy all monsters on your opponent's side of the field. If "The Sanctuary in the Sky" is not on your side of the field, this effect is not applied.
Armor Break	AST	ArmorBreak	Counter Trap							Negate the activation of an Equip Spell card and destroy it.
Atomic Firefly	AST	AtomicFirefly	Insect/Effect	Light	1	100	200			When this face-up card on the field attacks or is attacked and it is destroyed by battle, the player who destroyed it takes 1000 points of damage
Avatar of The Pot	AST	AvatarofThePot	Rock/Effect	Earth	3	1200	1300			Send 1 "Pot of Greed" from your hand to the Graveyard to draw 3 cards from your Deck.
Backfire	AST	Backfire	Continuous Trap							When a FIRE monster on your side of the field is destroyed and sent to the Graveyard, inflict 500 damage to your opponent.
Blessings of the Nile	AST	BlessingsoftheNile	Continuous Spell							Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, gain 1000 Life Points.
Burst Stream of Destruction	AST	BurstStreamofDestruction	Normal Spell							Activate only while you control a face-up "Blue-Eyes White Dragon". Destroy all monsters your opponent controls. "Blue-Eyes White Dragon" cannot attack the turn you activate this card.
Delta Attacker	AST	DeltaAttacker	Normal Spell							Activate only when there are 3 Normal Monsters of the same name (except Tokens) on your side of the field. The 3 Normal Monsters of the same name can attack your opponent directly during the turn this card is activated.
Des Counterblow	AST	DesCounterblow	Continuous Trap							Destroy any monster that inflicts Battle Damage to a player's Life Points by attacking directly.
Desert Sunlight	AST	DesertSunlight	Normal Trap							All monsters on your side of the field are changed to face-up Defense Position.
Desertapir	AST	Desertapir	Beast/Effect	Earth	3	900	300			FLIP: Flip 1 face-up monster on the field into face-down Defense Position. You cannot select "Desertapir".
Disc Fighter	AST	DiscFighter	Warrior/Effect	Earth	4	1000	1000			If this card attacks a Defense Position monster with DEF 2000 or more, destroy the monster with this card's effect without applying Damage Calculation.
Dora of Fate	AST	DoraofFate	Normal Trap							Activate only during your opponent's turn. Select 1 face-up monster on your opponent's side of the field. When you successfully Normal Summon a monster that is 1 Level lower than the selected monster during your next turn, inflict damage to your opponent's Life Points equal to the Level of the selected monster x 500 points.
Dust Barrier	AST	DustBarrier	Continuous Spell							Face-up Normal Monsters on the field are unaffected by your opponent's Spell Cards. This card is destroyed during your second Standby Phase after activation.
Elephant Statue of Blessing	AST	ElephantStatueofBlessing	Rock/Effect	Earth	3	1500	0			When this card is sent directly from your hand to the Graveyard by an effect of a card controlled by your opponent, gain 2000 Life Points.
Elephant Statue of Disaster	AST	ElephantStatueofDisaster	Rock/Effect	Earth	3	1500	0			When this card is sent directly from your hand to the Graveyard by an effect of a card controlled by your opponent, inflict 2000 damage to your opponent.
Emissary of the Oasis	AST	EmissaryoftheOasis	Spellcaster/Effect	Light	3	600	400			As long as a face-up Level 3 or lower Normal Monster remains on your side of the field, your opponent cannot select this card as an attack target. As long as this card remains on your side of the field, any Battle Damage to the controller of this card from battle involving a Level 3 or lower Normal Monster becomes 0.
Enchanting Fitting Room	AST	EnchantingFittingRoom	Normal Spell							Pay 800 Life Points. Pick up 4 cards from the top of your Deck and Special Summon the Level 3 or lower Normal Monsters among the picked-up cards to your side of the field. Return all the other cards to your Deck and the Deck is then shuffled.
Fiend Scorpion	AST	FiendScorpion	Insect	Earth	2	900	200			A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.
Gear Golem the Moving Fortress	AST	GearGolemtheMovingFortress	Machine/Effect	Earth	4	800	2200			Pay 800 Life Points. This card can attack your opponent directly this turn.
Ghost Knight of Jackal	AST	GhostKnightofJackal	Beast-Warrior/Effect	Earth	5	1700	1600			You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this card as a result of battle to your side of the field in face-up Defense Position.
Goblin King	AST	GoblinKing	Fiend/Effect	Dark	1	0	0			This card cannot be attacked if there is another Fiend-Type monster on your side of the field. The ATK and DEF of this card become the number of Fiend-Type monsters on the field (excluding this card) x 1000 points.
Goblin Thief	AST	GoblinThief	Normal Spell							Infict 500 damage to your opponent and gain 500 Life Points.
Human-Wave Tactics	AST	HumanWaveTactics	Continuous Trap							During the End Phase of each turn, select a number of Level 2 or lower Normal Monsters from your Deck equal to the number of your Level 2 or lower Normal Monsters destroyed by battle during that turn, and Special Summon them to your side of the field. The Deck is then shuffled.
Judgment of the Desert	AST	JudgmentoftheDesert	Continuous Trap							The Battle Positions of face-up monsters that are flipped face-up after activation of this card cannot be changed.
KA-2 Des Scissors	AST	KA2DesScissors	Machine/Effect	Dark	4	1000	1000			When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.
Kozaky	AST	Kozaky	Fiend	Dark	1	400	400			A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.
Lady Ninja Yae	AST	LadyNinjaYae	Warrior/Effect	Wind	3	1100	200			By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on your opponent's side of the field to the owner's hand.
Legacy Hunter	AST	LegacyHunter	Warrior/Effect	Earth	4	1000	1500			When this card attacks a face-down Defense Position monster and destroys it and sends it to the Graveyard as a result of battle, your opponent returns 1 random card from his/her hand to his/her Deck. His/her Deck is then shuffled.
Legendary Jujitsu Master	AST	LegendaryJujitsuMaster	Rock/Effect	Earth	3	1300	1800			A monster that battles with this Defense Position card is returned to the top of its owner's Deck at the end of the Damage Step.
Light of Judgment	AST	LightofJudgment	Normal Trap							Activate this card by discarding 1 LIGHT Monster Card from your hand to the Graveyard while "The Sanctuary in the Sky" is on the field. Select 1 card on the field controlled by your opponent or 1 card in your opponent's hand, and send it to the Graveyard.
Man-Thro' Tro'	AST	ManThroTro	Beast-Warrior/Effect	Earth	4	1000	1000			By Tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of damage to your opponent's Life Points.
