Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Explosive Urchin	GENF	ExplosiveUrchin	Continuous Trap							Activate only when your opponent activates a Trap Card. During your Standby Phase: Inflict 1000 damage to your opponent. Your opponent must control a face-up Trap Card for you to activate and resolve this effect. During your 3rd End Phase after activation, send this card to the Graveyard.
Fish and Kicks	GENF	FishandKicks	Normal Spell							If you have 3 or more banished Fish, Sea Serpent, or Aqua-Type monsters: Target 1 card on the field; banish it.
Fish and Swaps	GENF	FishandSwaps	Normal Spell							Discard 1 card to target 2 of your banished Fish, Sea Serpent, or Aqua-Type monsters; add them to your hand.
Flyfang	GENF	Flyfang	Fish/Effect	Wind	3	1600	300			If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. At the end of the Battle Phase, if this card inflicted Battle Damage to your opponent: Banish this card until your next Standby Phase.
Future Glow	GENF	FutureGlow	Continuous Spell							Banish 1 Psychic-Type monster in your Graveyard, and note its Level. All face-up Psychic-Type monsters you control gain ATK equal to that Level x 200.
Geargiano	GENF	Geargiano	Machine/Effect	Earth	3	500	1000			You can Tribute this card to target 1 Level 4 Machine-Type monster in your Graveyard; Special Summon it from the Graveyard, but its effects on the field are negated.
Gem-Elephant	GENF	GemElephant	Rock/Effect	Earth	3	400	1900			During your Main Phase: You can return this face-up card on the field to the hand. During damage calculation, if this card attacked or was attacked: You can send 1 Normal Monster from your hand to the Graveyard; this card gains 1000 DEF.
Ghost Ship	GENF	GhostShip	Fiend/Effect	Light	5	1900	1000			Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT monster from your Graveyard.
Gishki Diviner	GENF	GishkiDiviner	Sea Serpent/Effect	Water	3	1200	800			Once per turn: You can declare 1 card name; reveal the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, return it to the top of the Deck.
Gravelstorm	GENF	Gravelstorm	Normal Trap							Target 1 Spell/Trap Card on each side of the field; return them to the hand.
Gusto Codor	GENF	GustoCodor	Winged-Beast/Effect	Wind	3	1000	400			When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 WIND Psychic-Type monster with 1500 or less DEF from your Deck.
Jawsman	GENF	Jawsman	Beast-Warrior/Effect	Water	6	2600	1600			Cannot be Special Summoned. If you Tribute Summon this card, all Tributes must be WATER. This card gains 300 ATK for each face-up WATER monster you control, except this card.
Laval Magma Cannoneer	GENF	LavalMagmaCannoneer	Pyro/Effect	Fire	4	1700	200			Up to twice per turn: You can send 1 FIRE monster from your hand to the Graveyard; inflict 500 damage to your opponent.
Legendary Wind-Up Key	GENF	LegendaryWindUpKey	Quick-Play Spell							Change all face-up "Wind-Up" monsters you control to face-down Defense Position.
Leviair the Sea Dragon	GENF	LeviairtheSeaDragon	Aqua/Xyz/Effect	Wind	*3	1800	1600			2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 banished Level 4 or lower monster; Special Summon that target to your side of the field.
Lost Blue Breaker	GENF	LostBlueBreaker	Sea Serpent/Effect	Water	3	1400	0			If there is another face-up Fish, Sea Serpent, or Aqua-Type monster on the field: You can Tribute this card to target 1 Spell/Trap Card on the field; destroy that target.
Mask Change	GENF	MaskChange	Quick-Play Spell							Target 1 face-up "HERO" monster you control; send it to the Graveyard. Then Special Summon 1 "Masked HERO" monster from the Extra Deck with the same Attribute.
Masked HERO Goka	GENF	MaskedHEROGoka	Warrior/Fusion/Effect	Fire	6	2200	1800			Must be Special Summoned with "Mask Change" and cannot be Special Summoned by other ways. This card gains 100 ATK for each "HERO" monster in your Graveyard.
Masked HERO Vapor	GENF	MaskedHEROVapor	Warrior/Fusion/Effect	Water	6	2400	2000			Must be Special Summoned with "Mask Change" and cannot be Special Summoned by other ways. This card cannot be destroyed by card effects.
Master of the Flaming Dragonswords	GENF	MasteroftheFlamingDragonswords	Warrior/Effect	Fire	4	1800	1200			When a monster is Normal Summoned to your side of the field, except "Master of the Flaming Dragonswords": You can increase that monster's Level by 1, and this card gains 300 ATK until the End Phase.
Number 34: Terror-Byte	GENF	Number34TerrorByte	Machine/Xyz/Effect	Dark	*3	0	2900			3 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 Level 4 or lower face-up Attack Position monster your opponent controls; gain control of it until the End Phase.
Oh F!sh!	GENF	OhFsh	Counter Trap							When an Effect Monster's effect activates: Shuffle 1 of your banished Fish, Sea Serpent, or Aqua-Type monsters into the Main Deck; negate the activation and destroy it.
Oni-Gami Combo	GENF	OniGamiCombo	Normal Spell							Target 1 face-up Xyz Monster you control and detach all of its Xyz Material; this turn, that target can attack twice during the same Battle Phase.
Orient Dragon	GENF	OrientDragon	Dragon/Synchro/Effect	Wind	6	2300	1000			1 Tuner + 1 or more non-Tuner monsters. When this card is Synchro Summoned: Target 1 face-up Synchro Monster your opponent controls; banish that target.
Overwind	GENF	Overwind	Normal Trap							Target 1 face-up "Wind-Up" monster you control; its ATK and DEF are doubled, and it returns to the hand during the End Phase. You can only activate 1 "Overwind" per turn.
Pain Painter	GENF	PainPainter	Zombie/Tuner	Dark	2	400	200			While this card is face-up on the field, its name is treated as "Plaguespreader Zombie". Once per turn: You can target up to 2 face-up Zombie-Type monsters you control, except this card; they become Level 2 until the End Phase. They cannot be used as Synchro Material Monsters, except for the Synchro Summon of a Zombie-Type monster.
Painful Return	GENF	PainfulReturn	Normal Spell							Your opponent chooses 1 monster in your Graveyard. During the End Phase, add that monster to your hand.
Past Image	GENF	PastImage	Normal Trap							If you control a face-up Psychic-Type monster: Target 1 monster your opponent controls; banish it. During the next Standby Phase, it returns to the opponent's side of the field in the same Battle Position.
Peeking Goblin	GENF	PeekingGoblin	Normal Spell							Your opponent reveals the top 3 cards of their deck. Choose one to place on the bottom of the Deck and place the other two on top of the Deck in any order.
Perditious Puppeteer	GENF	PerditiousPuppeteer	Fiend/Effect	Dark	7	2700	500			Once per turn: You can discard 1 card; gain control of all face-up Level 3 or lower monsters your opponent controls, until the End Phase. These monsters cannot activate their effects, and cannot be Tributed or used as a Synchro Material Monster.
Phantom Magician	GENF	PhantomMagician	Spellcaster/Effect	Dark	3	600	700			When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 "HERO" monster with 1000 or less ATK from your Deck in face-up Defense Position.
Piercing Moray	GENF	PiercingMoray	Fish/Effect	Water	4	1500	500			Once per turn: You can Tribute 1 Fish, Sea Serpent, or Aqua-Type monster; this card gains 600 ATK. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
Poki Draco	GENF	PokiDraco	Dragon/Effect	Fire	3	200	100			When this card is Normal Summoned: You can add 1 "Poki Draco" from your Deck to your hand.
Poseidon Wave	GENF	PoseidonWave	Normal Trap							When an opponent's monster declares an attack: Target the attacking monster; negate that target's attack, and if you control any Fish, Sea Serpent, or Aqua-Type monsters, inflict 800 damage to your opponent for each of those monsters.
Quill Pen of Gulldos	GENF	QuillPenofGulldos	Normal Spell							Target 2 WIND monsters in your Graveyard and 1 card on the field; shuffle both of those first 2 targets into your Deck and return the other to the hand.
Raigeki Bottle	GENF	RaigekiBottle	Continuous Trap							Each time a monster you control declares an attack, place 1 Thunder Counter on this card. You can send this card with 4 or more Thunder Counters to the Graveyard; destroy all monsters your opponent controls.
Resonance Device	GENF	ResonanceDevice	Normal Spell							Target 2 face-up monsters you control with the same Type and Attribute; change one of their Levels to the current Level of the other, until the End Phase.
Saambell the Summoner	GENF	SaambelltheSummoner	Spellcaster/Effect	Wind	2	600	400			During your Main Phase: You can Special Summon 1 monster from your hand with the same Level as this card. This effect can only be used once while this card is face-up on the field.
Sea Lancer	GENF	SeaLancer	Beast-Warrior/Effect	Water	5	1300	1000			You can target any number of your banished Fish, Sea Serpent, and Aqua-Type monsters; equip them to this card. This effect can only be used once while this card is face-up on the field. If this face-up card on the field would be destroyed, you can destroy 1 of those cards, instead. This card gains 1000 ATK while equipped with a monster(s) by this effect.
Skull Kraken	GENF	SkullKraken	Fish/Effect	Dark	3	600	1600			When this card is Normal Summoned: You can target 1 face-up Spell Card your opponent controls; destroy that target. Once per turn: You can change the Battle Position of this card.
Skystarray	GENF	Skystarray	Sea Serpent/Effect	Wind	3	600	300			This card can attack your opponent directly. At the end of the Battle Phase, if this card attacked directly: Banish this card until your next Standby Phase.
Smashing Horn	GENF	SmashingHorn	Counter Trap							When a monster effect or Trap Card is activated that negates the Normal or Special Summon of a monster(s): Negate the activation and destroy it.
Space-Time Police	GENF	SpaceTimePolice	Psychic/Effect	Wind	5	2300	1500			When this card is Special Summoned: Target 1 face-up card your opponent controls; banish that target. When this card leaves the field: Set the card that was banished by this effect to your opponent's side of the field.
Spearfish Soldier	GENF	SpearfishSoldier	Sea Serpent/Effect	Wind	4	1700	1100			This card gains 100 ATK for each of your banished Fish, Sea Serpent, and Aqua-Type monsters.
Star Changer	GENF	StarChanger	Quick-Play Spell							Target 1 face-up monster on the field and activate 1 of these effects: *Increase that target's Level by 1. *Decrease that target's Level by 1.
Steelswarm Roach	GENF	SteelswarmRoach	Fiend/Xyz/Effect	Dark	*4	1900	0			2 Level 4 monsters. When a Level 5 or higher monster would be Special Summoned: You can detach 1 Xyz Material from this card; negate the Special Summon and destroy it.
Submersible Carrier Aero Shark	GENF	SubmersibleCarrierAeroShark	Fish/Xyz/Effect	Water	*3	1900	1000			2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card; inflict 100 damage to your opponent for each of your banished monsters.
Super Crashbug	GENF	SuperCrashbug	Fiend/Effect	Dark	4	0	3000			Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) in face-up Defense Position, by banishing "Crashbug X", "Crashbug Y", and "Crashbug Z" from your Graveyard. Switch the ATK and DEF of all face-up Attack Position monsters on the field. There can only be 1 face-up "Super Crashbug" on the field.
Surface	GENF	Surface	Normal Spell							Target 1 Level 3 or lower Fish, Sea Serpent, or Aqua-Type monster in your Graveyard; Special Summon it in face-up Defense Position.
The Great Emperor Penguin	GENF	TheGreatEmperorPenguin	Aqua/Effect	Water	5	1800	1500			You can Tribute this card; Special Summon up to 2 "Penguin" monsters from your Deck, except "The Great Emperor Penguin".
